system_size,U,sparsity,overlap
"$3\times3,\;(4,3)$",8.0,0.0048543689320388345,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.007281553398058253,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.009708737864077669,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.012135922330097087,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.014563106796116505,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.024271844660194174,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.03155339805825243,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.04611650485436893,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.055825242718446605,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.07281553398058252,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.0970873786407767,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.12378640776699029,0.9963504602219793
"$3\times3,\;(4,3)$",8.0,0.1529126213592233,0.9963504602219793
"$3\times3,\;(4,3)$",8.0,0.15776699029126215,0.9963503128176194
"$3\times3,\;(4,3)$",8.0,0.15776699029126215,0.9963503128176194
"$3\times3,\;(4,3)$",8.0,0.15776699029126215,0.9963503128176194
"$3\times3,\;(4,3)$",8.0,0.15776699029126215,0.9963503128176194
"$3\times3,\;(4,3)$",8.0,0.15776699029126215,0.9963503128176194
"$3\times3,\;(4,3)$",8.0,0.16019417475728157,0.9963491645972113
"$3\times3,\;(4,3)$",8.0,0.16262135922330098,0.9963470728699757
"$3\times3,\;(4,3)$",8.0,0.1650485436893204,0.9963467612658965
"$3\times3,\;(4,3)$",8.0,0.17233009708737865,0.9963461456957343
